internal_id,LexisNexis_id,source,date,annotator,climate_change,attitude,policy
285,082004CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"August 20, 2020 Thursday",4,Acknowledges,Expresses climate concern,Does not mention
286,082001cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 20, 2020 Thursday",11,Acknowledges,Expresses climate concern,Does not mention
286,082001cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 20, 2020 Thursday",4,Acknowledges,Expresses climate concern,Does not mention
287,082001cb.259,Fox News Network FOX NEWS @ NIGHT 12:00 AM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Neutral
287,082001cb.259,Fox News Network FOX NEWS @ NIGHT 12:00 AM EST,"August 20, 2020 Thursday",4,Neutral,Neutral,Neutral
288,082001cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"August 20, 2020 Thursday",11,Neutral,Expresses climate concern,Debate
288,082001cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"August 20, 2020 Thursday",4,Neutral,Expresses climate concern,Debate
289,082001cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"August 20, 2020 Thursday",11,Neutral,Expresses climate concern,Neutral
289,082001cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"August 20, 2020 Thursday",4,Neutral,Expresses climate concern,Neutral
291,082001cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
291,082001cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 20, 2020 Thursday",4,Neutral,Neutral,Does not mention
292,082001cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"August 20, 2020 Thursday",11,Acknowledges,Expresses climate concern,Does not mention
292,082001cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"August 20, 2020 Thursday",4,Acknowledges,Expresses climate concern,Does not mention
293,082101cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"August 21, 2020 Friday",11,Neutral,Expresses opposition to climate concern,Does not mention
293,082101cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"August 21, 2020 Friday",4,Neutral,Expresses opposition to climate concern,Does not mention
294,081501cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"August 15, 2020 Saturday",11,Neutral,Neutral,Does not mention
294,081501cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"August 15, 2020 Saturday",4,Neutral,Neutral,Does not mention
295,081901cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"August 19, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
295,081901cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"August 19, 2020 Wednesday",4,Neutral,Expresses climate concern,Does not mention
296,082101cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"August 21, 2020 Friday",11,Neutral,Expresses climate concern,Opposes
296,082101cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"August 21, 2020 Friday",4,Neutral,Expresses climate concern,Opposes
297,082104CN.V42,CNN New Day 7:30 AM EST,"August 21, 2020 Friday",11,Acknowledges,Expresses climate concern,Does not mention
297,082104CN.V42,CNN New Day 7:30 AM EST,"August 21, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
298,082401cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"August 24, 2020 Monday",4,Neutral,Neutral,Does not mention
298,082401cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"August 24, 2020 Monday",11,Acknowledges,Neutral,Does not mention
299,082109CN.V11,CNN CNN NEWSROOM 1:00 PM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Does not mention
299,082109CN.V11,CNN CNN NEWSROOM 1:00 PM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Does not mention
300,082109cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Does not mention
300,082109cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Does not mention
301,082101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Does not mention
301,082101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Does not mention
302,082101cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Does not mention
302,082101cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Does not mention
303,082101cb.454,MSNBC MTP DAILY 1:00 PM EST,"August 21, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
303,082101cb.454,MSNBC MTP DAILY 1:00 PM EST,"August 21, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
304,082101cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Does not mention
304,082101cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Does not mention
305,082101cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Opposes
305,082101cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Opposes
306,082105cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Does not mention
306,082105cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Does not mention
307,082101cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"August 21, 2020 Friday",4,Neutral,Neutral,Neutral
307,082101cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"August 21, 2020 Friday",11,Neutral,Neutral,Neutral
308,081905cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 19, 2020 Wednesday",11,Neutral,Neutral,Does not mention
308,081905cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 19, 2020 Wednesday",4,Neutral,Neutral,Does not mention
310,081901cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 19, 2020 Wednesday",4,Neutral,Expresses climate concern,Does not mention
310,081901cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 19, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
311,081901cb.258,Fox News Network THE FIVE 5:00 PM EST,"August 19, 2020 Wednesday",4,Neutral,Neutral,Opposes
311,081901cb.258,Fox News Network THE FIVE 5:00 PM EST,"August 19, 2020 Wednesday",11,Neutral,Neutral,Opposes
312,081904CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"August 19, 2020 Wednesday",14,Neutral,Expresses climate concern,Does not mention
312,081904CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"August 19, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
313,081804cb.455,MSNBC MSNBC SPECIAL 12:00 AM EST,"August 18, 2020 Tuesday",14,Neutral,Expresses climate concern,Does not mention
313,081804cb.455,MSNBC MSNBC SPECIAL 12:00 AM EST,"August 18, 2020 Tuesday",11,Neutral,Expresses climate concern,Supports
314,081803CN.V54,CNN CNN LIVE EVENT/SPECIAL 10:00 PM EST,"August 18, 2020 Tuesday",14,Acknowledges,Expresses climate concern,Does not mention
314,081803CN.V54,CNN CNN LIVE EVENT/SPECIAL 10:00 PM EST,"August 18, 2020 Tuesday",11,Acknowledges,Expresses climate concern,Does not mention
315,081801cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 18, 2020 Tuesday",14,Neutral,Expresses climate concern,Does not mention
315,081801cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 18, 2020 Tuesday",11,Neutral,Expresses climate concern,Supports
316,082001cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"August 20, 2020 Thursday",14,Neutral,Expresses opposition to climate concern,Opposes
316,082001cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Opposes
317,082005CN.V42,CNN New Day 8:00 AM EST,"August 20, 2020 Thursday",14,Neutral,Expresses climate concern,Does not mention
317,082005CN.V42,CNN New Day 8:00 AM EST,"August 20, 2020 Thursday",11,Neutral,Expresses climate concern,Does not mention
318,,ABC News Transcript NIGHTLINE,"August 20, 2020 Thursday",14,Neutral,Neutral,Does not mention
318,,ABC News Transcript NIGHTLINE,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
319,081801cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"August 18, 2020 Tuesday",14,Neutral,Expresses opposition to climate concern,Opposes
319,081801cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"August 18, 2020 Tuesday",11,Neutral,Neutral,Opposes
320,081806CN.V11,CNN CNN NEWSROOM 1:30 PM EST,"August 18, 2020 Tuesday",14,Neutral,Neutral,Does not mention
320,081806CN.V11,CNN CNN NEWSROOM 1:30 PM EST,"August 18, 2020 Tuesday",11,Neutral,Neutral,Does not mention
321,082019CN.V54,CNN CNN LIVE EVENT/SPECIAL 2:00 AM EST,"August 20, 2020 Thursday",14,Neutral,Neutral,Does not mention
321,082019CN.V54,CNN CNN LIVE EVENT/SPECIAL 2:00 AM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
323,082001cb.454,MSNBC MTP DAILY 1:00 PM EST,"August 20, 2020 Thursday",14,Neutral,Neutral,Does not mention
323,082001cb.454,MSNBC MTP DAILY 1:00 PM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
324,,ABC News Transcript GOOD MORNING AMERICA 7:07 AM EST,"August 20, 2020 Thursday",14,Neutral,Expresses climate concern,Does not mention
324,,ABC News Transcript GOOD MORNING AMERICA 7:07 AM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
325,081318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"August 13, 2020 Thursday",14,Neutral,Expresses climate concern,Does not mention
325,081318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"August 13, 2020 Thursday",11,Neutral,Expresses climate concern,Does not mention
326,082001cb.453,MSNBC THE REIDOUT 7:00 PM EST,"August 20, 2020 Thursday",14,Neutral,Neutral,Does not mention
326,082001cb.453,MSNBC THE REIDOUT 7:00 PM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
327,082002CN.V40,CNN The Lead with Jake Tapper 3:30 PM EST,"August 20, 2020 Thursday",14,Neutral,Neutral,Does not mention
327,082002CN.V40,CNN The Lead with Jake Tapper 3:30 PM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
328,082008cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 20, 2020 Thursday",14,Neutral,Neutral,Does not mention
328,082008cb.501,NBC News TODAY SHOW 7:00 AM EST,"August 20, 2020 Thursday",11,Neutral,Neutral,Does not mention
329,081701cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 17, 2020 Monday",14,Neutral,Neutral,Does not mention
329,081701cb.261,Fox News Network LIVE EVENT 10:00 PM EST,"August 17, 2020 Monday",11,Neutral,Neutral,Does not mention
330,081701cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"August 17, 2020 Monday",14,Neutral,Neutral,Does not mention
330,081701cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"August 17, 2020 Monday",11,Neutral,Neutral,Does not mention
331,083001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"August 30, 2020 Sunday",14,Neutral,Neutral,Does not mention
331,083001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"August 30, 2020 Sunday",11,Neutral,Neutral,Does not mention
332,081704cb.455,MSNBC MSNBC SPECIAL 12:00 AM EST,"August 17, 2020 Monday",14,Acknowledges,Expresses climate concern,Supports
332,081704cb.455,MSNBC MSNBC SPECIAL 12:00 AM EST,"August 17, 2020 Monday",11,Acknowledges,Expresses climate concern,Supports
333,081703CN.V54,CNN CNN LIVE EVENT/SPECIAL 10:00 PM EST,"August 17, 2020 Monday",14,Acknowledges,Expresses climate concern,Supports
333,081703CN.V54,CNN CNN LIVE EVENT/SPECIAL 10:00 PM EST,"August 17, 2020 Monday",11,Acknowledges,Expresses climate concern,Supports
336,081901CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"August 19, 2020 Wednesday",14,Neutral,Neutral,Does not mention
336,081901CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"August 19, 2020 Wednesday",11,Neutral,Neutral,Does not mention
338,081903CN.V54,CNN CNN LIVE EVENT/SPECIAL 10:00 PM EST,"August 19, 2020 Wednesday",14,Neutral,Expresses climate concern,Does not mention
338,081903CN.V54,CNN CNN LIVE EVENT/SPECIAL 10:00 PM EST,"August 19, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
339,081601CN.V23,CNN STATE OF THE UNION 9:00 AM EST,"August 16, 2020 Sunday",14,Neutral,Neutral,Does not mention
339,081601CN.V23,CNN STATE OF THE UNION 9:00 AM EST,"August 16, 2020 Sunday",11,Neutral,Neutral,Does not mention
340,,ABC News Transcript THIS WEEK 10:01 AM EST,"August 16, 2020 Sunday",14,Neutral,Expresses climate concern,Does not mention
340,,ABC News Transcript THIS WEEK 10:01 AM EST,"August 16, 2020 Sunday",11,Neutral,Expresses climate concern,Does not mention
341,081801CN.V15,CNN Inside Politics 12:00 PM EST,"August 18, 2020 Tuesday",10,Neutral,Neutral,Does not mention
341,081801CN.V15,CNN Inside Politics 12:00 PM EST,"August 18, 2020 Tuesday",14,Neutral,Neutral,Does not mention
342,081704CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"August 17, 2020 Monday",10,Neutral,Neutral,Does not mention
342,081704CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"August 17, 2020 Monday",14,Neutral,Neutral,Does not mention
343,081601cb.504,NBC News MEET THE PRESS 10:30 AM EST,"August 16, 2020 Sunday",13,Neutral,Expresses climate concern,Does not mention
343,081601cb.504,NBC News MEET THE PRESS 10:30 AM EST,"August 16, 2020 Sunday",10,Neutral,Neutral,Does not mention
344,081601cb.472,MSNBC POLITICS NATION 5:00 PM EST,"August 16, 2020 Sunday",13,Neutral,Expresses climate concern,Does not mention
344,081601cb.472,MSNBC POLITICS NATION 5:00 PM EST,"August 16, 2020 Sunday",10,Neutral,Neutral,Does not mention
346,081601CN.V48,CNN New Day Sunday 6:00 AM EST,"August 16, 2020 Sunday",13,Neutral,Neutral,Does not mention
346,081601CN.V48,CNN New Day Sunday 6:00 AM EST,"August 16, 2020 Sunday",10,Neutral,Neutral,Does not mention
347,081601cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","August 16, 2020 Sunday",4,Neutral,Expresses opposition to climate concern,Does not mention
347,081601cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","August 16, 2020 Sunday",13,Neutral,Expresses opposition to climate concern,Does not mention
348,081503cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"August 15, 2020 Saturday",4,Acknowledges,Expresses climate concern,Does not mention
348,081503cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"August 15, 2020 Saturday",13,Neutral,Expresses climate concern,Does not mention
349,081201CN.V16,CNN THE SITUATION ROOM 5:00 PM EST,"August 12, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Does not mention
349,081201CN.V16,CNN THE SITUATION ROOM 5:00 PM EST,"August 12, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Does not mention
350,081201cb.454,MSNBC MTP DAILY 5:00 PM EST,"August 12, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Supports
350,081201cb.454,MSNBC MTP DAILY 5:00 PM EST,"August 12, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Supports
351,081201cb.258,Fox News Network THE FIVE 5:00 PM EST,"August 12, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Does not mention
351,081201cb.258,Fox News Network THE FIVE 5:00 PM EST,"August 12, 2020 Wednesday",13,Neutral,Expresses climate concern,Does not mention
352,081301CN.V98,CNN ANDERSON COOPER 360 DEGREES 8:00 PM EST,"August 13, 2020 Thursday",14,Acknowledges,Expresses climate concern,Does not mention
352,081301CN.V98,CNN ANDERSON COOPER 360 DEGREES 8:00 PM EST,"August 13, 2020 Thursday",4,Acknowledges,Neutral,Does not mention
353,081301cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 13, 2020 Thursday",14,Acknowledges,Neutral,Neutral
353,081301cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 13, 2020 Thursday",4,Acknowledges,Neutral,Neutral
354,081308CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"August 13, 2020 Thursday",14,Neutral,Neutral,Does not mention
354,081308CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"August 13, 2020 Thursday",4,Neutral,Neutral,Does not mention
355,081202CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"August 12, 2020 Wednesday",14,Neutral,Neutral,Does not mention
355,081202CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"August 12, 2020 Wednesday",4,Neutral,Neutral,Does not mention
356,081201cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 12, 2020 Wednesday",14,Neutral,Expresses climate concern,Does not mention
356,081201cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"August 12, 2020 Wednesday",4,Neutral,Expresses climate concern,Does not mention
357,080702CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"August 7, 2020 Friday",14,Acknowledges,Expresses climate concern,Does not mention
357,080702CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"August 7, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
358,081001cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"August 10, 2020 Monday",14,Acknowledges,Neutral,Does not mention
358,081001cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"August 10, 2020 Monday",4,Acknowledges,Neutral,Does not mention
359,080808CN.V11,CNN CNN NEWSROOM 5:00 PM EST,"August 8, 2020 Saturday",14,Neutral,Neutral,Does not mention
359,080808CN.V11,CNN CNN NEWSROOM 5:00 PM EST,"August 8, 2020 Saturday",4,Neutral,Neutral,Does not mention
360,080601cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"August 6, 2020 Thursday",14,Neutral,Neutral,Does not mention
360,080601cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"August 6, 2020 Thursday",4,Neutral,Neutral,Does not mention
361,080201CN.V50,CNN CNN RELIABLE SOURCES 11:00 AM EST,"August 2, 2020 Sunday",14,Acknowledges,Expresses climate concern,Does not mention
361,080201CN.V50,CNN CNN RELIABLE SOURCES 11:00 AM EST,"August 2, 2020 Sunday",4,Acknowledges,Expresses climate concern,Does not mention
362,080418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"August 4, 2020 Tuesday",14,Neutral,Expresses climate concern,Does not mention
362,080418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"August 4, 2020 Tuesday",4,Neutral,Expresses climate concern,Does not mention
363,080201cb.269,Fox News Network MEDIA BUZZ 11:00 AM EST,"August 2, 2020 Sunday",14,Neutral,Neutral,Does not mention
363,080201cb.269,Fox News Network MEDIA BUZZ 11:00 AM EST,"August 2, 2020 Sunday",4,Neutral,Neutral,Does not mention
365,080105cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"August 1, 2020 Saturday",14,Acknowledges,Expresses climate concern,Does not mention
365,080105cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"August 1, 2020 Saturday",4,Acknowledges,Expresses climate concern,Does not mention
366,080101cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"August 1, 2020 Saturday",14,Acknowledges,Expresses climate concern,Does not mention
366,080101cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"August 1, 2020 Saturday",4,Acknowledges,Expresses climate concern,Does not mention
367,091517CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 15, 2020 Tuesday",14,Acknowledges,Expresses climate concern,Does not mention
367,091517CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 15, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
368,092720CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 27, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
368,092720CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 27, 2020 Sunday",4,Acknowledges,Expresses climate concern,Supports
369,092520CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 25, 2020 Friday",14,Acknowledges,Expresses climate concern,Does not mention
369,092520CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 25, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
370,092722CN.V11,CNN CNN NEWSROOM 5:00 AM EST,"September 27, 2020 Sunday",14,Acknowledges,Expresses climate concern,Does not mention
370,092722CN.V11,CNN CNN NEWSROOM 5:00 AM EST,"September 27, 2020 Sunday",4,Acknowledges,Expresses climate concern,Does not mention
371,092001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"September 20, 2020 Sunday",14,Acknowledges,Expresses climate concern,Does not mention
371,092001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"September 20, 2020 Sunday",4,Acknowledges,Expresses climate concern,Does not mention
373,092901cb.455,MSNBC MSNBC SPECIAL 12:00 AM EST,"September 29, 2020 Tuesday",14,Acknowledges,Debate,Debate
373,092901cb.455,MSNBC MSNBC SPECIAL 12:00 AM EST,"September 29, 2020 Tuesday",4,Acknowledges,Debate,Debate
374,092901cb.261,Fox News Network LIVE EVENT 9:00 PM EST,"September 29, 2020 Tuesday",14,Acknowledges,Debate,Debate
374,092901cb.261,Fox News Network LIVE EVENT 9:00 PM EST,"September 29, 2020 Tuesday",4,Acknowledges,Debate,Debate
375,091518CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 15, 2020 Tuesday",14,Acknowledges,Expresses climate concern,Does not mention
375,091518CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 15, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
376,091405CN.V11,CNN CNN NEWSROOM 11:00 AM EST,"September 14, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
376,091405CN.V11,CNN CNN NEWSROOM 11:00 AM EST,"September 14, 2020 Monday",4,Acknowledges,Expresses climate concern,Does not mention
377,093001cb.h06,CNN CNN 10 4:00 AM EST,"September 30, 2020 Wednesday",14,Neutral,Neutral,Does not mention
377,093001cb.h06,CNN CNN 10 4:00 AM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Does not mention
378,092904CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"September 29, 2020 Tuesday",14,Acknowledges,Expresses climate concern,Does not mention
378,092904CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"September 29, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
379,091401cb.454,MSNBC MTP DAILY 5:00 PM EST,"September 14, 2020 Monday",14,Acknowledges,Expresses climate concern,Supports
379,091401cb.454,MSNBC MTP DAILY 5:00 PM EST,"September 14, 2020 Monday",4,Acknowledges,Expresses climate concern,Supports
380,093001cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 30, 2020 Wednesday",14,Neutral,Expresses opposition to climate concern,Neutral
380,093001cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 30, 2020 Wednesday",4,Neutral,Expresses opposition to climate concern,Neutral
382,093005CN.V11,CNN CNN NEWSROOM 11:00 AM EST,"September 30, 2020 Wednesday",14,Neutral,Expresses climate concern,Supports
382,093005CN.V11,CNN CNN NEWSROOM 11:00 AM EST,"September 30, 2020 Wednesday",4,Neutral,Expresses climate concern,Supports
383,091101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 11, 2020 Friday",14,Denies,Expresses opposition to climate concern,Opposes
383,091101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 11, 2020 Friday",4,Denies,Expresses opposition to climate concern,Opposes
384,091701CN.V31,CNN ERIN BURNETT OUTFRONT 7:00 PM EST,"September 17, 2020 Thursday",14,Acknowledges,Expresses climate concern,Does not mention
384,091701CN.V31,CNN ERIN BURNETT OUTFRONT 7:00 PM EST,"September 17, 2020 Thursday",4,Acknowledges,Expresses climate concern,Supports
385,,ABC News Transcript NIGHTLINE,"September 14, 2020 Monday",13,Acknowledges,Expresses climate concern,Does not mention
385,,ABC News Transcript NIGHTLINE,"September 14, 2020 Monday",4,Acknowledges,Expresses climate concern,Does not mention
386,092901cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"September 29, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
386,092901cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"September 29, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
387,091506CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"September 15, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
387,091506CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"September 15, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
388,091501CN.V31,CNN ERIN BURNETT OUTFRONT 7:00 PM EST,"September 15, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
388,091501CN.V31,CNN ERIN BURNETT OUTFRONT 7:00 PM EST,"September 15, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
389,093002cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 30, 2020 Wednesday",13,Neutral,Expresses climate concern,Does not mention
389,093002cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 30, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Does not mention
390,093008CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"September 30, 2020 Wednesday",13,Neutral,Neutral,Neutral
390,093008CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Neutral
391,092905CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"September 29, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
391,092905CN.V54,CNN CNN LIVE EVENT/SPECIAL 11:00 PM EST,"September 29, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
392,093007CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"September 30, 2020 Wednesday",13,Neutral,Neutral,Does not mention
392,093007CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Does not mention
