internal_id,annotator,policy,Paris Agreement,Green New Deal,Executive action,Emergency declaration,(De)regulation and laws,Renewable energy,Emission reduction,Oil and gas industry,Other climate policy
751,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
753,19,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,1,1,0,1,0
753,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,1,1,0,1,0
754,19,"['Executive action', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,0,1,1,0
754,17,"['Executive action', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,0,1,1,0
755,19,"['Executive action', '(De)regulation and laws', 'Renewable energy']",0,0,1,0,1,1,0,0,0
755,17,"['Executive action', '(De)regulation and laws', 'Renewable energy']",0,0,1,0,1,1,0,0,0
756,19,"['Paris Agreement', 'Green New Deal', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,1,0,0,1,1,0,1,1
756,17,"['Paris Agreement', 'Green New Deal', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,1,0,0,1,1,0,1,1
757,19,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
757,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
761,19,"['Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",0,1,1,0,0,1,0,1,0
761,17,"['Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",0,1,1,0,0,1,0,1,0
764,19,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
764,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
766,19,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
766,17,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
768,19,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
768,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
769,19,"['Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,0,0,0,1,1,1,0
769,17,"['Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,0,0,0,1,1,1,0
777,19,"['Paris Agreement', 'Renewable energy', 'Emission reduction']",1,0,0,0,0,1,1,0,0
777,17,"['Paris Agreement', 'Renewable energy', 'Emission reduction']",1,0,0,0,0,1,1,0,0
778,19,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
778,17,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
779,19,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,1,1,0,1,0
779,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,1,1,0,1,0
786,19,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
786,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
788,19,"['Executive action', '(De)regulation and laws', 'Oil and gas industry']",0,0,1,0,1,0,0,1,0
788,17,"['Executive action', '(De)regulation and laws', 'Oil and gas industry']",0,0,1,0,1,0,0,1,0
789,19,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,1,1,1,1,1
789,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,1,1,1,1,1
791,19,"['Executive action', '(De)regulation and laws', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,0,1,1,0
791,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
792,19,"['Renewable energy', 'Oil and gas industry']",0,0,0,0,0,1,0,1,0
792,17,"['Renewable energy', 'Oil and gas industry']",0,0,0,0,0,1,0,1,0
793,19,"['Green New Deal', 'Executive action', 'Other climate policy']",0,1,1,0,0,0,0,0,1
793,17,"['Green New Deal', 'Executive action', 'Other climate policy']",0,1,1,0,0,0,0,0,1
795,19,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
795,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
797,18,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
797,19,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
798,19,"['Paris Agreement', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,0,0,0,1,1,1,0
798,17,"['Paris Agreement', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,0,0,0,1,1,1,0
807,19,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
807,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
817,19,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
817,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
819,19,"['Executive action', '(De)regulation and laws', 'Renewable energy']",0,0,1,0,1,1,0,0,0
819,17,"['Executive action', '(De)regulation and laws', 'Renewable energy']",0,0,1,0,1,1,0,0,0
828,19,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
828,17,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,1,1,1,0
832,19,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
832,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
833,19,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
833,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
838,19,['Other climate policy'],0,0,0,0,0,0,0,0,1
838,17,['Other climate policy'],0,0,0,0,0,0,0,0,1
839,19,['Other climate policy'],0,0,0,0,0,0,0,0,1
839,17,['Other climate policy'],0,0,0,0,0,0,0,0,1
856,19,"['Paris Agreement', 'Green New Deal', 'Emergency declaration', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,1,0,1,0,0,1,1,1
856,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,1,1,0,0,1,1,1,1
865,19,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
865,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
869,19,"['Executive action', '(De)regulation and laws', 'Other climate policy']",0,0,1,0,1,0,0,0,1
869,17,"['Executive action', '(De)regulation and laws', 'Other climate policy']",0,0,1,0,1,0,0,0,1
877,19,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
877,17,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
885,19,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
885,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
886,19,"['Green New Deal', 'Executive action', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,0,1,1,0
886,17,"['Green New Deal', 'Executive action', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,0,1,1,0
888,19,"['Paris Agreement', 'Green New Deal']",1,1,0,0,0,0,0,0,0
888,17,"['Paris Agreement', 'Green New Deal']",1,1,0,0,0,0,0,0,0
893,19,"['Green New Deal', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction']",0,1,1,0,1,1,1,0,0
893,17,"['Green New Deal', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,1,1,1,1,0
895,19,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
895,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
898,19,"['Green New Deal', 'Executive action', 'Emission reduction']",0,1,1,0,0,0,1,0,0
898,17,"['Green New Deal', 'Executive action', 'Emission reduction']",0,1,1,0,0,0,1,0,0
907,19,['Other climate policy'],0,0,0,0,0,0,0,0,1
907,17,['Other climate policy'],0,0,0,0,0,0,0,0,1
911,17,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Other climate policy']",0,1,1,0,0,1,1,0,1
911,18,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Other climate policy']",0,1,1,0,0,1,1,0,1
913,17,['Executive action'],0,0,1,0,0,0,0,0,0
913,18,['Executive action'],0,0,1,0,0,0,0,0,0
914,17,"['Paris Agreement', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,0,0,0,1,0,1,1
914,18,"['Paris Agreement', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,0,0,0,1,0,1,1
917,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
917,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
920,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
920,18,['Renewable energy'],0,0,0,0,0,1,0,0,0
924,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,1,1,0,0,1,0,1,0
924,18,"['Paris Agreement', 'Green New Deal', 'Executive action']",1,1,1,0,0,0,0,0,0
928,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction']",1,0,1,0,0,1,1,0,0
928,18,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
932,17,['Emission reduction'],0,0,0,0,0,0,1,0,0
932,18,['Emission reduction'],0,0,0,0,0,0,1,0,0
933,17,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
933,18,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
934,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
934,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
935,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
935,18,"['Paris Agreement', 'Executive action', 'Other climate policy']",1,0,1,0,0,0,0,0,1
939,17,"['(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",0,0,0,0,1,1,0,1,0
939,18,"['(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",0,0,0,0,1,1,0,1,0
940,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
940,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
941,17,['Executive action'],0,0,1,0,0,0,0,0,0
941,18,['Executive action'],0,0,1,0,0,0,0,0,0
943,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
943,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
945,17,"['Paris Agreement', 'Executive action', 'Other climate policy']",1,0,1,0,0,0,0,0,1
945,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
947,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
947,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
948,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
948,18,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
951,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
951,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
952,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
952,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
958,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
958,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
959,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
959,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
963,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
963,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
965,17,"['Paris Agreement', 'Other climate policy']",1,0,0,0,0,0,0,0,1
965,18,"['Paris Agreement', 'Other climate policy']",1,0,0,0,0,0,0,0,1
966,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,1,1,0,0,1,0,1,0
966,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,1,1,0,0,1,0,1,0
967,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws']",1,0,1,0,1,0,0,0,0
967,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Other climate policy']",1,0,1,0,1,0,0,0,1
972,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
972,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
975,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
975,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
977,17,['Executive action'],0,0,1,0,0,0,0,0,0
977,18,['Executive action'],0,0,1,0,0,0,0,0,0
978,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
978,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
979,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
979,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
980,17,['Executive action'],0,0,1,0,0,0,0,0,0
980,18,['Executive action'],0,0,1,0,0,0,0,0,0
982,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
982,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
984,17,['Paris Agreement'],1,0,0,0,0,0,0,0,0
984,18,['Paris Agreement'],1,0,0,0,0,0,0,0,0
989,17,"['Executive action', 'Emission reduction']",0,0,1,0,0,0,1,0,0
989,18,"['Executive action', 'Emission reduction']",0,0,1,0,0,0,1,0,0
992,17,"['Green New Deal', 'Executive action', 'Oil and gas industry']",0,1,1,0,0,0,0,1,0
992,18,"['Green New Deal', 'Executive action', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,0,1,1,0
997,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,1,1,0,0,1,0,1,0
997,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1003,17,"['Green New Deal', 'Oil and gas industry']",0,1,0,0,0,0,0,1,0
1003,18,"['Green New Deal', 'Oil and gas industry']",0,1,0,0,0,0,0,1,0
1004,17,['Green New Deal'],0,1,0,0,0,0,0,0,0
1004,18,['Green New Deal'],0,1,0,0,0,0,0,0,0
1005,17,"['Green New Deal', 'Renewable energy']",0,1,0,0,0,1,0,0,0
1005,18,"['Green New Deal', 'Renewable energy']",0,1,0,0,0,1,0,0,0
1006,17,"['Paris Agreement', 'Green New Deal', '(De)regulation and laws', 'Emission reduction']",1,1,0,0,1,0,1,0,0
1006,18,"['Paris Agreement', 'Green New Deal', '(De)regulation and laws', 'Emission reduction']",1,1,0,0,1,0,1,0,0
1007,18,"['Paris Agreement', 'Emission reduction']",1,0,0,0,0,0,1,0,0
1007,17,"['Paris Agreement', 'Emission reduction']",1,0,0,0,0,0,1,0,0
1008,18,"['Executive action', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,0,0,1,1
1008,17,"['Executive action', 'Other climate policy']",0,0,1,0,0,0,0,0,1
1010,18,['Executive action'],0,0,1,0,0,0,0,0,0
1010,17,"['Executive action', 'Other climate policy']",0,0,1,0,0,0,0,0,1
1011,18,"['Emission reduction', 'Oil and gas industry']",0,0,0,0,0,0,1,1,0
1011,17,"['Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,0,0,0,1,1,1,0
1012,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1012,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1025,18,"['Paris Agreement', 'Renewable energy', 'Oil and gas industry']",1,0,0,0,0,1,0,1,0
1025,17,"['Paris Agreement', 'Renewable energy', 'Oil and gas industry']",1,0,0,0,0,1,0,1,0
1029,18,['Other climate policy'],0,0,0,0,0,0,0,0,1
1029,17,['Other climate policy'],0,0,0,0,0,0,0,0,1
1032,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1032,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1036,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1036,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1037,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1037,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1038,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,1,1,0,0,0,1,1,0
1038,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,1,1,0,0,0,1,1,0
1044,18,['Other climate policy'],0,0,0,0,0,0,0,0,1
1044,17,['Other climate policy'],0,0,0,0,0,0,0,0,1
1045,18,"['Emission reduction', 'Other climate policy']",0,0,0,0,0,0,1,0,1
1045,17,"['Emission reduction', 'Other climate policy']",0,0,0,0,0,0,1,0,1
1046,18,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1046,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1047,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Emission reduction', 'Other climate policy']",1,0,1,0,1,0,1,0,1
1047,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Emission reduction']",1,0,1,0,1,0,1,0,0
1049,18,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1049,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1050,18,['Executive action'],0,0,1,0,0,0,0,0,0
1050,17,['Executive action'],0,0,1,0,0,0,0,0,0
1058,18,"['Paris Agreement', 'Executive action', 'Emergency declaration']",1,0,1,1,0,0,0,0,0
1058,17,"['Paris Agreement', 'Executive action', 'Emergency declaration', 'Other climate policy']",1,0,1,1,0,0,0,0,1
1062,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1062,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1063,18,"['Executive action', 'Other climate policy']",0,0,1,0,0,0,0,0,1
1063,17,"['Executive action', 'Other climate policy']",0,0,1,0,0,0,0,0,1
1064,18,"['Paris Agreement', 'Green New Deal', 'Executive action']",1,1,1,0,0,0,0,0,0
1064,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1065,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1065,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1066,18,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1066,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1067,18,['Other climate policy'],0,0,0,0,0,0,0,0,1
1067,17,['Other climate policy'],0,0,0,0,0,0,0,0,1
1071,18,"['Green New Deal', 'Executive action', 'Oil and gas industry', 'Other climate policy']",0,1,1,0,0,0,0,1,1
1071,17,"['Green New Deal', 'Executive action', 'Oil and gas industry', 'Other climate policy']",0,1,1,0,0,0,0,1,1
1075,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1075,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1076,18,[],0,0,0,0,0,0,0,0,0
1076,17,[],0,0,0,0,0,0,0,0,0
1078,18,['Executive action'],0,0,1,0,0,0,0,0,0
1078,17,['Executive action'],0,0,1,0,0,0,0,0,0
1079,18,['Executive action'],0,0,1,0,0,0,0,0,0
1079,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1080,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1080,18,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1081,17,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1081,18,"['Green New Deal', 'Executive action']",0,1,1,0,0,0,0,0,0
1082,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1082,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1083,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1083,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1088,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1088,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1089,17,"['Paris Agreement', 'Green New Deal', 'Oil and gas industry']",1,1,0,0,0,0,0,1,0
1089,18,"['Paris Agreement', 'Green New Deal', 'Oil and gas industry']",1,1,0,0,0,0,0,1,0
1093,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1093,18,['Renewable energy'],0,0,0,0,0,1,0,0,0
1096,17,['Executive action'],0,0,1,0,0,0,0,0,0
1096,18,['Executive action'],0,0,1,0,0,0,0,0,0
1102,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1102,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1103,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1103,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1104,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1104,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1106,18,['Executive action'],0,0,1,0,0,0,0,0,0
1106,17,['Executive action'],0,0,1,0,0,0,0,0,0
1108,18,"['Executive action', 'Emission reduction']",0,0,1,0,0,0,1,0,0
1108,17,"['Executive action', 'Emission reduction']",0,0,1,0,0,0,1,0,0
1109,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1109,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1113,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1113,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1114,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,1,1,0,0,1,1,1,0
1114,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,1,1,0,0,1,0,1,0
1115,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1115,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1119,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1119,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1125,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1125,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1126,18,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1126,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1130,18,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1130,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1131,18,['Renewable energy'],0,0,0,0,0,1,0,0,0
1131,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1132,18,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1132,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1133,18,"['Green New Deal', 'Renewable energy', 'Oil and gas industry']",0,1,0,0,0,1,0,1,0
1133,17,"['Green New Deal', 'Renewable energy', 'Oil and gas industry']",0,1,0,0,0,1,0,1,0
1135,18,['Other climate policy'],0,0,0,0,0,0,0,0,1
1135,17,[],0,0,0,0,0,0,0,0,0
1136,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy']",1,0,1,0,1,1,0,0,0
1136,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy']",1,0,1,0,1,1,0,0,0
1140,18,"['Paris Agreement', 'Green New Deal', 'Executive action']",1,1,1,0,0,0,0,0,0
1140,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Other climate policy']",1,1,1,0,0,0,0,0,1
1145,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Oil and gas industry']",1,0,1,0,1,0,0,1,0
1145,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,1,1,1,1,0
1153,18,"['Green New Deal', 'Executive action', 'Emergency declaration', 'Emission reduction']",0,1,1,1,0,0,1,0,0
1153,17,"['Green New Deal', 'Executive action', 'Emergency declaration', 'Emission reduction']",0,1,1,1,0,0,1,0,0
1166,18,"['Paris Agreement', 'Renewable energy', 'Emission reduction', 'Other climate policy']",1,0,0,0,0,1,1,0,1
1166,17,"['Paris Agreement', 'Renewable energy', 'Emission reduction']",1,0,0,0,0,1,1,0,0
1168,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws']",1,0,1,0,1,0,0,0,0
1168,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws']",1,0,1,0,1,0,0,0,0
1169,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1169,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1170,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction']",1,1,1,0,0,1,1,0,0
1170,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction']",1,1,1,0,0,1,1,0,0
