,internal_id,media_outlet,climate_change,attitude,policy
979,549,CBS,Neutral,Neutral,Does not mention
980,549,CBS,Neutral,Neutral,Does not mention
981,550,CNN,Neutral,Expresses climate concern,Does not mention
982,550,CNN,Acknowledges,Expresses climate concern,Does not mention
983,551,Fox,Neutral,Expresses opposition to climate concern,Does not mention
984,551,Fox,Neutral,Expresses opposition to climate concern,Does not mention
985,552,Fox,Neutral,Expresses opposition to climate concern,Does not mention
986,552,Fox,Neutral,Expresses opposition to climate concern,Does not mention
987,553,CNN,Acknowledges,Expresses climate concern,Does not mention
988,553,CNN,Acknowledges,Expresses climate concern,Does not mention
989,554,CNN,Acknowledges,Expresses climate concern,Supports
990,554,CNN,Acknowledges,Expresses climate concern,Does not mention
991,555,MSNBC,Acknowledges,Expresses climate concern,Does not mention
992,555,MSNBC,Acknowledges,Expresses climate concern,Does not mention
993,556,NBC,Acknowledges,Expresses climate concern,Does not mention
994,556,NBC,Acknowledges,Expresses climate concern,Does not mention
995,557,CNN,Acknowledges,Expresses climate concern,Does not mention
996,557,CNN,Acknowledges,Expresses climate concern,Does not mention
997,559,Fox,Neutral,Expresses opposition to climate concern,Does not mention
998,559,Fox,Neutral,Expresses opposition to climate concern,Does not mention
999,561,MSNBC,Acknowledges,Expresses climate concern,Supports
1000,561,MSNBC,Acknowledges,Expresses climate concern,Supports
1001,563,CNN,Acknowledges,Expresses climate concern,Does not mention
1002,563,CNN,Acknowledges,Expresses climate concern,Does not mention
1003,567,CBS,Neutral,Expresses climate concern,Does not mention
1004,567,CBS,Neutral,Expresses climate concern,Does not mention
1005,568,CNN,Neutral,Expresses climate concern,Does not mention
1006,568,CNN,Neutral,Expresses climate concern,Does not mention
1007,569,CBS,Acknowledges,Expresses climate concern,Does not mention
1008,569,CBS,Neutral,Expresses climate concern,Does not mention
1009,570,NBC,Neutral,Expresses climate concern,Does not mention
1010,570,NBC,Neutral,Expresses climate concern,Does not mention
1011,571,ABC,Neutral,Expresses climate concern,Does not mention
1012,571,ABC,Neutral,Expresses climate concern,Does not mention
1013,572,CNN,Acknowledges,Expresses climate concern,Does not mention
1014,572,CNN,Acknowledges,Expresses climate concern,Does not mention
1015,573,CNN,Neutral,Expresses climate concern,Does not mention
1016,573,CNN,Neutral,Expresses climate concern,Does not mention
1017,574,CNN,Neutral,Expresses climate concern,Does not mention
1018,574,CNN,Neutral,Expresses climate concern,Does not mention
1019,575,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1020,575,MSNBC,Neutral,Expresses climate concern,Does not mention
1021,576,CNN,Acknowledges,Expresses climate concern,Does not mention
1022,576,CNN,Acknowledges,Expresses climate concern,Does not mention
1023,577,CNN,Acknowledges,Neutral,Does not mention
1024,577,CNN,Neutral,Neutral,Does not mention
1025,578,CNN,Neutral,Expresses climate concern,Does not mention
1026,578,CNN,Acknowledges,Expresses climate concern,Does not mention
1027,579,Fox,Neutral,Expresses opposition to climate concern,Does not mention
1028,579,Fox,Neutral,Expresses opposition to climate concern,Does not mention
1029,580,CNN,Acknowledges,Expresses climate concern,Supports
1030,580,CNN,Neutral,Expresses climate concern,Supports
1031,581,CNN,Acknowledges,Expresses climate concern,Does not mention
1032,581,CNN,Acknowledges,Expresses climate concern,Does not mention
1033,582,CNN,Acknowledges,Expresses climate concern,Does not mention
1034,582,CNN,Acknowledges,Expresses climate concern,Does not mention
1035,583,CNN,Acknowledges,Expresses climate concern,Does not mention
1036,583,CNN,Acknowledges,Expresses climate concern,Does not mention
1037,584,CNN,Neutral,Expresses climate concern,Does not mention
1038,584,CNN,Neutral,Expresses climate concern,Does not mention
1039,585,Fox,Neutral,Neutral,Does not mention
1040,585,Fox,Neutral,Neutral,Does not mention
1041,586,PBS,Acknowledges,Expresses climate concern,Does not mention
1042,586,PBS,Acknowledges,Expresses climate concern,Does not mention
1043,588,CNN,Neutral,Expresses climate concern,Does not mention
1044,588,CNN,Neutral,Expresses climate concern,Does not mention
1045,589,CNN,Neutral,Expresses climate concern,Does not mention
1046,589,CNN,Neutral,Expresses climate concern,Does not mention
1047,590,ABC,Neutral,Neutral,Does not mention
1048,590,ABC,Neutral,Neutral,Does not mention
1049,591,NBC,Neutral,Expresses climate concern,Does not mention
1050,591,NBC,Neutral,Expresses climate concern,Does not mention
1051,592,CNN,Neutral,Expresses climate concern,Does not mention
1052,592,CNN,Neutral,Expresses climate concern,Does not mention
1053,593,CBS,Neutral,Expresses climate concern,Does not mention
1054,593,CBS,Neutral,Expresses climate concern,Does not mention
1055,594,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1056,594,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1057,595,CNN,Neutral,Expresses climate concern,Does not mention
1058,595,CNN,Neutral,Expresses climate concern,Does not mention
1059,596,MSNBC,Neutral,Expresses climate concern,Does not mention
1060,596,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1061,597,ABC,Neutral,Expresses climate concern,Does not mention
1062,597,ABC,Neutral,Expresses climate concern,Does not mention
1063,598,CBS,Acknowledges,Expresses climate concern,Does not mention
1064,598,CBS,Neutral,Expresses climate concern,Does not mention
1065,599,Fox,Neutral,Neutral,Does not mention
1066,599,Fox,Neutral,Neutral,Does not mention
1067,600,ABC,Acknowledges,Expresses climate concern,Does not mention
1068,600,ABC,Neutral,Expresses climate concern,Does not mention
1069,601,CNN,Acknowledges,Expresses climate concern,Does not mention
1070,601,CNN,Acknowledges,Expresses climate concern,Does not mention
1071,602,CNN,Acknowledges,Expresses climate concern,Does not mention
1072,602,CNN,Acknowledges,Expresses climate concern,Does not mention
1073,603,CNN,Acknowledges,Neutral,Does not mention
1074,603,CNN,Neutral,Expresses climate concern,Does not mention
1075,604,ABC,Neutral,Expresses climate concern,Does not mention
1076,604,ABC,Neutral,Expresses climate concern,Does not mention
1077,606,CNN,Acknowledges,Expresses climate concern,Does not mention
1078,606,CNN,Acknowledges,Expresses climate concern,Does not mention
1079,607,CNN,Acknowledges,Expresses climate concern,Does not mention
1080,607,CNN,Acknowledges,Expresses climate concern,Does not mention
1081,608,CBS,Neutral,Expresses climate concern,Does not mention
1082,608,CBS,Neutral,Expresses climate concern,Does not mention
1083,609,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1084,609,MSNBC,Neutral,Expresses climate concern,Does not mention
1085,610,CNN,Acknowledges,Expresses climate concern,Does not mention
1086,610,CNN,Acknowledges,Expresses climate concern,Does not mention
1087,611,ABC,Neutral,Expresses climate concern,Does not mention
1088,611,ABC,Neutral,Expresses climate concern,Does not mention
1089,612,ABC,Neutral,Neutral,Does not mention
1090,612,ABC,Neutral,Expresses climate concern,Does not mention
1091,613,Fox,Neutral,Expresses opposition to climate concern,Does not mention
1092,613,Fox,Acknowledges,Expresses climate concern,Does not mention
1093,614,NBC,Neutral,Expresses climate concern,Does not mention
1094,614,NBC,Acknowledges,Expresses climate concern,Does not mention
1095,615,NBC,Neutral,Expresses climate concern,Does not mention
1096,615,NBC,Neutral,Expresses climate concern,Does not mention
1097,616,PBS,Acknowledges,Expresses climate concern,Does not mention
1098,616,PBS,Acknowledges,Expresses climate concern,Does not mention
1099,617,CBS,Neutral,Expresses climate concern,Does not mention
1100,617,CBS,Acknowledges,Expresses climate concern,Does not mention
1101,618,Fox,Denies,Expresses opposition to climate concern,Does not mention
1102,618,Fox,Denies,Expresses opposition to climate concern,Does not mention
1103,619,ABC,Neutral,Expresses climate concern,Does not mention
1104,619,ABC,Neutral,Expresses climate concern,Does not mention
1105,620,ABC,Acknowledges,Expresses climate concern,Does not mention
1106,620,ABC,Neutral,Expresses climate concern,Does not mention
1107,622,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1108,622,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1109,623,CBS,Acknowledges,Expresses climate concern,Does not mention
1110,623,CBS,Acknowledges,Expresses climate concern,Does not mention
1111,624,CBS,Neutral,Expresses climate concern,Does not mention
1112,624,CBS,Acknowledges,Expresses climate concern,Does not mention
1113,625,CNN,Acknowledges,Expresses climate concern,Does not mention
1114,625,CNN,Acknowledges,Expresses climate concern,Does not mention
1115,626,ABC,Neutral,Expresses climate concern,Does not mention
1116,626,ABC,Neutral,Expresses climate concern,Does not mention
1117,627,ABC,Neutral,Neutral,Does not mention
1118,627,ABC,Neutral,Expresses climate concern,Does not mention
1119,628,NBC,Acknowledges,Expresses climate concern,Does not mention
1120,628,NBC,Neutral,Expresses climate concern,Does not mention
1121,629,MSNBC,Neutral,Expresses climate concern,Does not mention
1122,629,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1123,630,CNN,Neutral,Expresses climate concern,Does not mention
1124,630,CNN,Neutral,Expresses climate concern,Does not mention
1125,631,ABC,Neutral,Expresses climate concern,Does not mention
1126,631,ABC,Neutral,Neutral,Does not mention
1127,632,CNN,Acknowledges,Expresses climate concern,Does not mention
1128,632,CNN,Neutral,Expresses climate concern,Does not mention
1129,633,CNN,Acknowledges,Expresses climate concern,Supports
1130,633,CNN,Acknowledges,Expresses climate concern,Supports
1131,634,NBC,Acknowledges,Expresses climate concern,Supports
1132,634,NBC,Acknowledges,Expresses climate concern,Supports
1133,635,CBS,Acknowledges,Expresses climate concern,Does not mention
1134,635,CBS,Acknowledges,Expresses climate concern,Does not mention
1135,637,ABC,Neutral,Neutral,Does not mention
1136,637,ABC,Neutral,Expresses climate concern,Does not mention
1137,638,Fox,Neutral,Expresses opposition to climate concern,Does not mention
1138,638,Fox,Denies,Expresses opposition to climate concern,Opposes
1139,639,CNN,Neutral,Expresses climate concern,Does not mention
1140,639,CNN,Acknowledges,Expresses climate concern,Does not mention
1141,640,CNN,Acknowledges,Expresses climate concern,Does not mention
1142,640,CNN,Acknowledges,Expresses climate concern,Does not mention
1143,641,NBC,Acknowledges,Expresses climate concern,Neutral
1144,641,NBC,Acknowledges,Expresses climate concern,Neutral
1145,642,CNN,Acknowledges,Expresses climate concern,Does not mention
1146,642,CNN,Acknowledges,Expresses climate concern,Does not mention
1147,643,CNN,Neutral,Expresses climate concern,Does not mention
1148,643,CNN,Neutral,Expresses climate concern,Does not mention
1149,644,CNN,Neutral,Expresses climate concern,Does not mention
1150,644,CNN,Neutral,Expresses climate concern,Does not mention
1151,645,CNN,Neutral,Expresses climate concern,Does not mention
1152,645,CNN,Neutral,Expresses climate concern,Does not mention
1153,646,CBS,Acknowledges,Expresses climate concern,Does not mention
1154,646,CBS,Acknowledges,Expresses climate concern,Does not mention
1155,647,CNN,Neutral,Expresses climate concern,Does not mention
1156,647,CNN,Neutral,Expresses climate concern,Does not mention
1157,648,CNN,Neutral,Expresses climate concern,Does not mention
1158,648,CNN,Neutral,Expresses climate concern,Does not mention
1159,649,NBC,Neutral,Expresses climate concern,Does not mention
1160,649,NBC,Acknowledges,Expresses climate concern,Does not mention
1161,650,Fox,Neutral,Neutral,Does not mention
1162,650,Fox,Neutral,Expresses climate concern,Does not mention
1163,651,CNN,Acknowledges,Expresses climate concern,Does not mention
1164,651,CNN,Neutral,Neutral,Does not mention
1165,653,NBC,Acknowledges,Expresses climate concern,Does not mention
1166,653,NBC,Neutral,Expresses climate concern,Does not mention
1167,654,CBS,Neutral,Expresses climate concern,Does not mention
1168,654,CBS,Neutral,Expresses climate concern,Does not mention
1169,655,ABC,Neutral,Expresses climate concern,Does not mention
1170,655,ABC,Neutral,Expresses climate concern,Does not mention
1171,656,CNN,Neutral,Expresses climate concern,Does not mention
1172,656,CNN,Neutral,Expresses climate concern,Does not mention
1173,657,PBS,Neutral,Expresses climate concern,Does not mention
1174,657,PBS,Neutral,Expresses climate concern,Does not mention
1175,658,PBS,Acknowledges,Expresses climate concern,Does not mention
1176,658,PBS,Neutral,Expresses climate concern,Does not mention
1177,659,CNN,Acknowledges,Expresses climate concern,Does not mention
1178,659,CNN,Neutral,Expresses climate concern,Does not mention
1179,660,ABC,Neutral,Expresses climate concern,Does not mention
1180,660,ABC,Neutral,Expresses climate concern,Does not mention
1181,661,MSNBC,Neutral,Expresses climate concern,Does not mention
1182,661,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1183,662,CNN,Neutral,Expresses climate concern,Does not mention
1184,662,CNN,Neutral,Expresses climate concern,Does not mention
1185,663,ABC,Neutral,Expresses climate concern,Does not mention
1186,663,ABC,Neutral,Expresses climate concern,Does not mention
1187,664,NBC,Acknowledges,Expresses climate concern,Does not mention
1188,664,NBC,Acknowledges,Expresses climate concern,Does not mention
1189,665,CBS,Neutral,Neutral,Does not mention
1190,665,CBS,Neutral,Neutral,Does not mention
1191,666,Fox,Neutral,Expresses climate concern,Does not mention
1192,666,Fox,Neutral,Expresses climate concern,Does not mention
1193,667,CBS,Neutral,Neutral,Does not mention
1194,667,CBS,Neutral,Neutral,Does not mention
1195,668,CBS,Neutral,Neutral,Does not mention
1196,668,CBS,Neutral,Neutral,Does not mention
1197,669,CBS,Neutral,Neutral,Does not mention
1198,669,CBS,Neutral,Neutral,Does not mention
1199,670,ABC,Neutral,Neutral,Does not mention
1200,670,ABC,Neutral,Neutral,Does not mention
1201,671,CNN,Neutral,Expresses climate concern,Does not mention
1202,671,CNN,Neutral,Expresses climate concern,Does not mention
1203,673,CNN,Neutral,Expresses climate concern,Does not mention
1204,673,CNN,Neutral,Expresses climate concern,Does not mention
1205,674,NBC,Neutral,Neutral,Does not mention
1206,674,NBC,Neutral,Neutral,Does not mention
1207,675,PBS,Neutral,Neutral,Does not mention
1208,675,PBS,Neutral,Neutral,Neutral
1209,677,CNN,Neutral,Expresses climate concern,Does not mention
1210,677,CNN,Neutral,Expresses climate concern,Does not mention
1211,678,CBS,Neutral,Expresses climate concern,Does not mention
1212,678,CBS,Neutral,Expresses climate concern,Does not mention
1213,679,CBS,Neutral,Expresses climate concern,Does not mention
1214,679,CBS,Neutral,Expresses climate concern,Does not mention
1215,680,NBC,Neutral,Expresses climate concern,Does not mention
1216,680,NBC,Neutral,Expresses climate concern,Does not mention
1217,681,CNN,Neutral,Expresses climate concern,Does not mention
1218,681,CNN,Acknowledges,Neutral,Does not mention
1219,682,Fox,Acknowledges,Expresses climate concern,Does not mention
1220,682,Fox,Acknowledges,Neutral,Does not mention
1221,683,NBC,Neutral,Expresses climate concern,Does not mention
1222,683,NBC,Neutral,Expresses climate concern,Does not mention
1223,684,MSNBC,Neutral,Neutral,Neutral
1224,684,MSNBC,Neutral,Neutral,Neutral
1225,685,NBC,Acknowledges,Expresses climate concern,Does not mention
1226,685,NBC,Acknowledges,Expresses climate concern,Neutral
1227,686,CNN,Neutral,Expresses climate concern,Does not mention
1228,686,CNN,Neutral,Expresses climate concern,Does not mention
1229,687,CNN,Neutral,Expresses climate concern,Does not mention
1230,687,CNN,Neutral,Expresses climate concern,Does not mention
1231,688,MSNBC,Neutral,Expresses climate concern,Does not mention
1232,688,MSNBC,Neutral,Expresses climate concern,Does not mention
1233,689,CBS,Neutral,Expresses climate concern,Does not mention
1234,689,CBS,Neutral,Expresses climate concern,Does not mention
1235,690,CBS,Neutral,Expresses climate concern,Does not mention
1236,690,CBS,Neutral,Expresses climate concern,Does not mention
1237,691,Fox,Neutral,Neutral,Does not mention
1238,691,Fox,Neutral,Neutral,Does not mention
1239,692,CBS,Neutral,Expresses climate concern,Does not mention
1240,692,CBS,Neutral,Expresses climate concern,Does not mention
1241,693,CNN,Neutral,Neutral,Does not mention
1242,693,CNN,Neutral,Neutral,Does not mention
1243,694,CNN,Neutral,Neutral,Does not mention
1244,694,CNN,Neutral,Neutral,Does not mention
1245,695,Fox,Neutral,Neutral,Does not mention
1246,695,Fox,Neutral,Neutral,Does not mention
1247,696,CBS,Acknowledges,Expresses climate concern,Does not mention
1248,696,CBS,Neutral,Expresses climate concern,Does not mention
1249,697,CBS,Acknowledges,Neutral,Does not mention
1250,697,CBS,Neutral,Neutral,Does not mention
1251,698,NBC,Acknowledges,Neutral,Does not mention
1252,698,NBC,Neutral,Neutral,Does not mention
1253,699,MSNBC,Neutral,Expresses climate concern,Supports
1254,699,MSNBC,Neutral,Expresses climate concern,Supports
1255,701,CNN,Neutral,Expresses climate concern,Does not mention
1256,701,CNN,Acknowledges,Expresses climate concern,Does not mention
1257,703,CNN,Acknowledges,Expresses climate concern,Supports
1258,703,CNN,Acknowledges,Expresses climate concern,Supports
1259,704,CNN,Acknowledges,Neutral,Neutral
1260,704,CNN,Neutral,Expresses climate concern,Does not mention
1261,705,Fox,Neutral,Expresses opposition to climate concern,Does not mention
1262,706,MSNBC,Neutral,Neutral,Neutral
1263,706,MSNBC,Neutral,Neutral,Neutral
1264,707,CNN,Acknowledges,Neutral,Neutral
1265,707,CNN,Neutral,Debate,Debate
1266,708,Fox,Neutral,Debate,Debate
1267,708,Fox,Debate,Debate,Debate
1268,709,CNN,Acknowledges,Expresses climate concern,Supports
1269,709,CNN,Acknowledges,Expresses climate concern,Supports
1270,710,CNN,Acknowledges,Expresses climate concern,Supports
1271,710,CNN,Acknowledges,Expresses climate concern,Supports
1272,711,CNN,Acknowledges,Neutral,Does not mention
1273,711,CNN,Neutral,Neutral,Neutral
1274,712,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1275,712,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1276,713,Fox,Denies,Expresses opposition to climate concern,Does not mention
1277,713,Fox,Denies,Expresses opposition to climate concern,Does not mention
1278,714,CNN,Acknowledges,Expresses climate concern,Supports
1279,714,CNN,Acknowledges,Expresses climate concern,Supports
1280,715,CNN,Acknowledges,Expresses climate concern,Supports
1281,715,CNN,Acknowledges,Expresses climate concern,Supports
1282,716,CNN,Neutral,Expresses climate concern,Supports
1283,716,CNN,Neutral,Expresses climate concern,Supports
1284,717,MSNBC,Neutral,Expresses climate concern,Neutral
1285,717,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1286,718,PBS,Acknowledges,Expresses climate concern,Debate
1287,718,PBS,Acknowledges,Expresses climate concern,Debate
1288,720,Fox,Acknowledges,Expresses climate concern,Does not mention
1289,720,Fox,Acknowledges,Expresses climate concern,Does not mention
1290,721,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1291,721,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1292,722,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1293,722,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1294,723,PBS,Neutral,Expresses climate concern,Does not mention
1295,723,PBS,Neutral,Expresses climate concern,Does not mention
1296,724,Fox,Acknowledges,Expresses climate concern,Does not mention
1297,724,Fox,Acknowledges,Expresses climate concern,Does not mention
1298,725,CNN,Acknowledges,Expresses climate concern,Does not mention
1299,725,CNN,Acknowledges,Expresses climate concern,Does not mention
1300,728,MSNBC,Neutral,Neutral,Does not mention
1301,728,MSNBC,Acknowledges,Neutral,Does not mention
1302,729,Fox,Acknowledges,Expresses climate concern,Does not mention
1303,729,Fox,Acknowledges,Expresses climate concern,Does not mention
1304,730,CNN,Neutral,Neutral,Does not mention
1305,730,CNN,Neutral,Neutral,Does not mention
1306,732,CBS,Neutral,Expresses opposition to climate concern,Does not mention
1307,732,CBS,Neutral,Neutral,Does not mention
1308,733,CBS,Neutral,Expresses climate concern,Does not mention
1309,733,CBS,Neutral,Neutral,Does not mention
1310,734,CNN,Acknowledges,Expresses climate concern,Supports
1311,734,CNN,Acknowledges,Expresses climate concern,Supports
1312,735,Fox,Neutral,Neutral,Opposes
1313,735,Fox,Neutral,Neutral,Opposes
1314,736,ABC,Neutral,Neutral,Does not mention
1315,736,ABC,Neutral,Neutral,Does not mention
1316,738,CNN,Acknowledges,Expresses climate concern,Supports
1317,738,CNN,Acknowledges,Expresses climate concern,Supports
1318,739,Fox,Neutral,Neutral,Does not mention
1319,739,Fox,Neutral,Neutral,Does not mention
1320,740,CNN,Neutral,Expresses climate concern,Does not mention
1321,740,CNN,Neutral,Expresses climate concern,Does not mention
1322,741,CBS,Neutral,Neutral,Does not mention
1323,741,CBS,Neutral,Neutral,Does not mention
1324,742,Fox,Acknowledges,Neutral,Debate
1325,742,Fox,Acknowledges,Neutral,Debate
1326,743,NBC,Neutral,Neutral,Supports
1327,743,NBC,Neutral,Neutral,Supports
1328,744,ABC,Neutral,Neutral,Does not mention
1329,744,ABC,Neutral,Neutral,Does not mention
1330,745,MSNBC,Neutral,Expresses climate concern,Does not mention
1331,745,MSNBC,Neutral,Neutral,Does not mention
1332,746,CNN,Neutral,Neutral,Does not mention
1333,746,CNN,Neutral,Neutral,Does not mention
1334,747,MSNBC,Neutral,Expresses climate concern,Does not mention
1335,747,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1336,748,MSNBC,Neutral,Expresses climate concern,Does not mention
1337,748,MSNBC,Neutral,Expresses climate concern,Does not mention
1338,749,CNN,Neutral,Expresses climate concern,Does not mention
1339,749,CNN,Neutral,Expresses climate concern,Does not mention
1340,750,CNN,Acknowledges,Expresses climate concern,Supports
1341,750,CNN,Acknowledges,Expresses climate concern,Supports
1342,751,CNN,Acknowledges,Expresses climate concern,Supports
1343,751,CNN,Acknowledges,Expresses climate concern,Does not mention
1344,752,CNN,Acknowledges,Expresses climate concern,Does not mention
1345,752,CNN,Acknowledges,Neutral,Does not mention
1346,753,Fox,Neutral,Neutral,Opposes
1347,753,Fox,Neutral,Expresses opposition to climate concern,Opposes
1348,754,CNN,Acknowledges,Expresses climate concern,Supports
1349,754,CNN,Acknowledges,Expresses climate concern,Supports
1350,755,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1351,755,MSNBC,Acknowledges,Neutral,Neutral
1352,756,CNN,Acknowledges,Expresses climate concern,Supports
1353,756,CNN,Acknowledges,Expresses climate concern,Supports
1354,757,CNN,Acknowledges,Expresses climate concern,Supports
1355,757,CNN,Acknowledges,Expresses climate concern,Supports
1356,758,MSNBC,Neutral,Expresses climate concern,Does not mention
1357,758,MSNBC,Neutral,Expresses climate concern,Does not mention
1358,759,CNN,Acknowledges,Expresses climate concern,Does not mention
1359,759,CNN,Acknowledges,Expresses climate concern,Does not mention
1360,760,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1361,760,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1362,761,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
1363,762,CNN,Neutral,Expresses climate concern,Does not mention
1364,762,CNN,Neutral,Expresses climate concern,Does not mention
1365,763,Fox,Neutral,Neutral,Does not mention
1366,763,Fox,Neutral,Neutral,Does not mention
1367,764,CNN,Acknowledges,Expresses climate concern,Supports
1368,764,CNN,Acknowledges,Expresses climate concern,Supports
1369,766,CNN,Acknowledges,Expresses climate concern,Supports
1370,766,CNN,Acknowledges,Neutral,Neutral
1371,768,Fox,Acknowledges,Neutral,Neutral
1372,768,Fox,Acknowledges,Neutral,Neutral
1373,769,Fox,Neutral,Expresses climate concern,Does not mention
1374,769,Fox,Acknowledges,Neutral,Neutral
1375,770,MSNBC,Neutral,Neutral,Does not mention
1376,770,MSNBC,Neutral,Neutral,Does not mention
1377,771,ABC,Neutral,Expresses climate concern,Does not mention
1378,771,ABC,Acknowledges,Expresses climate concern,Does not mention
1379,772,MSNBC,Neutral,Expresses climate concern,Does not mention
1380,772,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1381,773,CNN,Neutral,Expresses climate concern,Does not mention
1382,773,CNN,Acknowledges,Expresses climate concern,Does not mention
1383,775,CNN,Neutral,Neutral,Does not mention
1384,775,CNN,Neutral,Neutral,Does not mention
1385,776,ABC,Neutral,Neutral,Does not mention
1386,776,ABC,Neutral,Neutral,Does not mention
1387,777,CBS,Acknowledges,Expresses climate concern,Supports
1388,777,CBS,Acknowledges,Expresses climate concern,Supports
1389,778,MSNBC,Acknowledges,Expresses climate concern,Supports
1390,778,MSNBC,Acknowledges,Expresses climate concern,Supports
1391,779,MSNBC,Acknowledges,Expresses climate concern,Supports
1392,779,MSNBC,Acknowledges,Expresses climate concern,Supports
1393,780,Fox,Neutral,Neutral,Does not mention
1394,780,Fox,Neutral,Neutral,Does not mention
1395,781,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1396,781,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1397,782,CNN,Neutral,Neutral,Does not mention
1398,782,CNN,Neutral,Neutral,Does not mention
1399,785,Fox,Neutral,Expresses climate concern,Does not mention
1400,785,Fox,Neutral,Neutral,Does not mention
1401,786,PBS,Acknowledges,Expresses climate concern,Debate
1402,786,PBS,Neutral,Neutral,Debate
1403,787,MSNBC,Neutral,Neutral,Does not mention
1404,787,MSNBC,Neutral,Neutral,Does not mention
1405,788,CNN,Acknowledges,Neutral,Neutral
1406,788,CNN,Neutral,Neutral,Neutral
1407,789,CNN,Neutral,Neutral,Does not mention
1408,789,CNN,Neutral,Neutral,Neutral
1409,790,CNN,Neutral,Neutral,Does not mention
1410,791,Fox,Acknowledges,Expresses climate concern,Debate
1411,791,Fox,Acknowledges,Neutral,Opposes
1412,792,CNN,Neutral,Neutral,Neutral
1413,792,CNN,Neutral,Neutral,Neutral
1414,793,MSNBC,Acknowledges,Expresses climate concern,Supports
1415,793,MSNBC,Neutral,Expresses climate concern,Supports
1416,794,PBS,Neutral,Expresses climate concern,Does not mention
1417,794,PBS,Neutral,Expresses climate concern,Does not mention
1418,795,CNN,Acknowledges,Expresses climate concern,Supports
1419,795,CNN,Acknowledges,Expresses climate concern,Supports
1420,796,Fox,Neutral,Neutral,Does not mention
1421,796,Fox,Neutral,Neutral,Does not mention
1422,797,MSNBC,Acknowledges,Expresses climate concern,Supports
1423,797,MSNBC,Acknowledges,Expresses climate concern,Supports
1424,798,CNN,Acknowledges,Expresses climate concern,Supports
1425,798,CNN,Acknowledges,Expresses climate concern,Supports
1426,799,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1427,799,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1428,800,MSNBC,Neutral,Neutral,Does not mention
1429,800,MSNBC,Neutral,Neutral,Does not mention
1430,801,CNN,Neutral,Neutral,Does not mention
1431,801,CNN,Neutral,Neutral,Does not mention
1432,802,CNN,Neutral,Neutral,Does not mention
1433,802,CNN,Neutral,Neutral,Does not mention
1434,804,CNN,Neutral,Neutral,Does not mention
1435,804,CNN,Neutral,Neutral,Does not mention
1436,805,CNN,Neutral,Neutral,Does not mention
1437,805,CNN,Neutral,Neutral,Does not mention
1438,806,CNN,Acknowledges,Expresses climate concern,Does not mention
1439,806,CNN,Acknowledges,Neutral,Does not mention
1440,807,Fox,Neutral,Neutral,Does not mention
1441,807,Fox,Neutral,Neutral,Neutral
1442,808,CNN,Neutral,Neutral,Does not mention
1443,808,CNN,Neutral,Neutral,Does not mention
1444,809,CNN,Neutral,Neutral,Does not mention
1445,809,CNN,Acknowledges,Neutral,Does not mention
1446,811,MSNBC,Neutral,Neutral,Does not mention
1447,811,MSNBC,Neutral,Neutral,Does not mention
1448,812,MSNBC,Neutral,Expresses climate concern,Does not mention
1449,812,MSNBC,Neutral,Neutral,Does not mention
1450,813,CNN,Acknowledges,Expresses climate concern,Does not mention
1451,813,CNN,Acknowledges,Expresses climate concern,Does not mention
1452,814,CNN,Acknowledges,Expresses climate concern,Does not mention
1453,814,CNN,Acknowledges,Expresses climate concern,Does not mention
1454,815,CBS,Acknowledges,Expresses climate concern,Does not mention
1455,815,CBS,Acknowledges,Expresses climate concern,Does not mention
1456,816,CBS,Neutral,Neutral,Does not mention
1457,816,CBS,Neutral,Neutral,Does not mention
1458,817,MSNBC,Acknowledges,Neutral,Neutral
1459,817,MSNBC,Acknowledges,Neutral,Neutral
1460,819,Fox,Neutral,Neutral,Neutral
1461,819,Fox,Neutral,Neutral,Does not mention
1462,820,CNN,Neutral,Neutral,Does not mention
1463,820,CNN,Neutral,Neutral,Does not mention
1464,821,CBS,Neutral,Neutral,Does not mention
